Note/link information/Landing Zone,,,,,,,
/soccer/fifa.w.olympicsq/,fifa.w.olympicsq,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.w.olympicsq/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.world/,fifa.world,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.world/standings?seasontype=1&type=0&level=3,FIFA World Cup,Active 2025,,,
/soccer/fifa.world.u17/,fifa.world.u17,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.world.u17/standings?seasontype=1&type=0&level=3,FIFA Under-17 World Cup,Active 2025,,,
/soccer/fifa.world.u20/,fifa.world.u20,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.world.u20/standings?seasontype=1&type=0&level=3,FIFA Under-20 World Cup,Active 2025,,,
/soccer/fifa.worldq/,fifa.worldq,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq/standings?seasontype=1&type=0&level=3,World Cup Qualifying,?,,,
/soccer/fifa.worldq.afc/,fifa.worldq.afc,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq.afc/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.worldq.caf/,fifa.worldq.caf,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq.caf/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.worldq.concacaf/,fifa.worldq.concacaf,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq.concacaf/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.worldq.conmebol/,fifa.worldq.conmebol,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq.conmebol/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.worldq.uefa/,fifa.worldq.uefa,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.worldq.uefa/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fifa.wwc/,fifa.wwc,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.wwc/standings?seasontype=1&type=0&level=3,FIFA Women's World Cup,Active 2025,,,
/soccer/fifa.wyc/,fifa.wyc,https://site.web.api.espn.com/apis/v2/sports/soccer/fifa.wyc/standings?seasontype=1&type=0&level=3,,x,,,
/soccer/fra.1/,fra.1,https://site.web.api.espn.com/apis/v2/sports/soccer/fra.1/standings?seasontype=1&type=0&level=3,French Ligue 1,Active 2025,,,
/soccer/fra.2/,fra.2,https://site.web.api.espn.com/apis/v2/sports/soccer/fra.2/standings?seasontype=1&type=0&level=3,French Ligue 2,Active 2025,,,
/soccer/fra.coupe_de_france/,fra.coupe_de_france,https://site.web.api.espn.com/apis/v2/sports/soccer/fra.coupe_de_france/standings?seasontype=1&type=0&level=3,Coupe de France,?,,,
/soccer/fra.coupe_de_la_ligue/,fra.coupe_de_la_ligue,https://site.web.api.espn.com/apis/v2/sports/soccer/fra.coupe_de_la_ligue/standings?seasontype=1&type=0&level=3,French Coupe de la Ligue,?,,,
/soccer/ger.dfb_pokal/,ger.dfb_pokal,https://site.web.api.espn.com/apis/v2/sports/soccer/ger.dfb_pokal/standings?seasontype=1&type=0&level=3,German Cup,?,,,
/soccer/ger.super_cup/,ger.super_cup,https://site.web.api.espn.com/apis/v2/sports/soccer/ger.super_cup/standings?seasontype=1&type=0&level=3,German DFL-Supercup,?,,,
/soccer/global.world_football_challenge/,global.world_football_challenge,https://site.web.api.espn.com/apis/v2/sports/soccer/global.world_football_challenge/standings?seasontype=1&type=0&level=3,WORLD FOOTBALL CHALLENGE,?,,,
/soccer/gre.1/,gre.1,https://site.web.api.espn.com/apis/v2/sports/soccer/gre.1/standings?seasontype=1&type=0&level=3,Greek Super League,Active 2025,,,
/soccer/gua.1/,gua.1,https://site.web.api.espn.com/apis/v2/sports/soccer/gua.1/standings?seasontype=1&type=0&level=3,Guatemalan Liga Nacional,Active 2025,,,
/soccer/hon.1/,hon.1,https://site.web.api.espn.com/apis/v2/sports/soccer/hon.1/standings?seasontype=1&type=0&level=3,Honduran Liga Nacional,Active 2025,,,
/soccer/intercontinental/,intercontinental,https://site.web.api.espn.com/apis/v2/sports/soccer/intercontinental/standings?seasontype=1&type=0&level=3,Intercontinental Cup,?,,,
/soccer/irl.1/,irl.1,https://site.web.api.espn.com/apis/v2/sports/soccer/irl.1/standings?seasontype=1&type=0&level=3,Irish Premier Division,Active 2025,,,
/soccer/ita.2/,ita.2,https://site.web.api.espn.com/apis/v2/sports/soccer/ita.2/standings?seasontype=1&type=0&level=3,Italian Serie B,Active 2025,,,
/soccer/ita.coppa_italia/,ita.coppa_italia,https://site.web.api.espn.com/apis/v2/sports/soccer/ita.coppa_italia/standings?seasontype=1&type=0&level=3,Coppa Italia,?,,,
/soccer/ita.super_cup/,ita.super_cup,https://site.web.api.espn.com/apis/v2/sports/soccer/ita.super_cup/standings?seasontype=1&type=0&level=3,Italian Supercoppa,?,,,
/soccer/jpn.1/,jpn.1,https://site.web.api.espn.com/apis/v2/sports/soccer/jpn.1/standings?seasontype=1&type=0&level=3,Japanese J.League,Active 2025,,,
/soccer/mex.2/,mex.2,https://site.web.api.espn.com/apis/v2/sports/soccer/mex.2/standings?seasontype=1&type=0&level=3,Mexican Liga de Expansión MX,Active 2025,,,
/soccer/mex.interliga/,mex.interliga,https://site.web.api.espn.com/apis/v2/sports/soccer/mex.interliga/standings?seasontype=1&type=0&level=3,Torneo Interliga de México,?,,,
/soccer/ned.1/,ned.1,https://site.web.api.espn.com/apis/v2/sports/soccer/ned.1/standings?seasontype=1&type=0&level=3,Dutch Eredivisie,Active 2025,,,
